MsgID.LOCAL_VELOCITY,21.8550000,0.0000210,0.0000069,0.0000210
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924812,0.2140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.1050000,0.0866919,0.2455727,-0.2155301
MsgID.LOCAL_VELOCITY,22.1050000,0.0000057,-0.0000099,0.0000144
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924799,0.2220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.3550000,-0.0834993,0.3519460,-0.2230093
MsgID.LOCAL_VELOCITY,22.3550000,-0.0000083,0.0000205,0.0000166
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924790,0.2200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.6050000,-0.1479664,0.3017775,-0.2196815
MsgID.LOCAL_VELOCITY,22.6050000,0.0000095,-0.0000064,0.0000127
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7924800,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,22.8560000,-0.0493991,0.1469704,-0.2074895
MsgID.LOCAL_VELOCITY,22.8560000,-0.0000090,-0.0000241,0.0000147
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924786,0.1880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,23.1060000,-0.2186430,0.2485342,-0.1862783
MsgID.LOCAL_VELOCITY,23.1060000,-0.0000249,-0.0000011,0.0000238
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924786,0.1640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,23.3560000,-0.1990767,0.2934645,-0.1633403
MsgID.LOCAL_VELOCITY,23.3560000,0.0000041,0.0000131,0.0000157
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924793,0.1360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,23.6060000,-0.1219429,0.3036822,-0.1351047
MsgID.LOCAL_VELOCITY,23.6060000,0.0000398,-0.0000139,0.0000182
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924799,0.1080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,23.8560000,-0.0606299,0.4333068,-0.1066045
MsgID.LOCAL_VELOCITY,23.8560000,-0.0000237,-0.0000010,0.0000192
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924791,0.0770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,24.1060000,-0.1506646,0.3487790,-0.0758299
MsgID.LOCAL_VELOCITY,24.1060000,-0.0000069,-0.0000159,0.0000170
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7924785,0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,24.3560000,-0.2137418,0.1809702,-0.0430866
MsgID.LOCAL_VELOCITY,24.3560000,-0.0000186,0.0000007,0.0000099
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924787,0.0090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,24.6060000,-0.1840542,0.1657144,-0.0075316
MsgID.LOCAL_VELOCITY,24.6060000,-0.0000387,-0.0000329,0.0000100
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924805,-0.0240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,24.8560000,0.0131312,0.1509065,0.0259192
MsgID.LOCAL_VELOCITY,24.8560000,0.0000091,-0.0000022,0.0000127
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7924814,-0.0550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,25.1070000,0.1055089,0.1052889,0.0582108
MsgID.LOCAL_VELOCITY,25.1070000,0.0000126,0.0000076,0.0000159
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924813,-0.0810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,25.3570000,0.0968701,0.1702253,0.0824397
MsgID.LOCAL_VELOCITY,25.3570000,-0.0000241,0.0000016,0.0000077
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924800,-0.0970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,25.6070000,-0.0551253,0.1712503,0.0984504
MsgID.LOCAL_VELOCITY,25.6070000,-0.0000102,-0.0000079,0.0000109
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924796,-0.1030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,25.8570000,-0.0897766,0.3876872,0.1035798
MsgID.LOCAL_VELOCITY,25.8570000,0.0000065,-0.0000223,0.0000069
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924794,-0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,26.1080000,-0.1091495,0.4533054,0.0989449
MsgID.LOCAL_VELOCITY,26.1080000,-0.0000167,-0.0000134,0.0000091
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924796,-0.0880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,26.3580000,-0.0858955,0.4190156,0.0878293
MsgID.LOCAL_VELOCITY,26.3580000,0.0000065,-0.0000117,0.0000136
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924809,-0.0750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,26.6080000,0.0645909,0.2257659,0.0745138
MsgID.LOCAL_VELOCITY,26.6080000,0.0000047,-0.0000016,0.0000151
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7924809,-0.0610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,26.8580000,0.0507503,0.2045311,0.0608746
MsgID.LOCAL_VELOCITY,26.8580000,-0.0000014,0.0000075,0.0000150
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924800,-0.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,27.1090000,-0.0517292,0.3101101,0.0493889
MsgID.LOCAL_VELOCITY,27.1090000,-0.0000095,-0.0000330,0.0000115
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924799,-0.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,27.3600000,-0.0523604,0.2674957,0.0400565
MsgID.LOCAL_VELOCITY,27.3600000,0.0000054,-0.0000130,0.0000083
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7924797,-0.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,27.6100000,-0.0860742,0.1417385,0.0307096
MsgID.LOCAL_VELOCITY,27.6100000,-0.0000092,-0.0000016,0.0000205
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924802,-0.0150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,27.8610000,-0.0112272,0.2681174,0.0145564
MsgID.LOCAL_VELOCITY,27.8610000,0.0000143,-0.0000189,0.0000149
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924811,0.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,28.1110000,0.0666846,0.2934645,-0.0127137
MsgID.LOCAL_VELOCITY,28.1110000,-0.0000279,-0.0000061,0.0000112
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924798,0.0480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,28.3610000,-0.0705098,0.2778772,-0.0514201
MsgID.LOCAL_VELOCITY,28.3610000,0.0000102,-0.0000043,0.0000104
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924794,0.0930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,28.6110000,-0.1247768,0.1498757,-0.0960455
MsgID.LOCAL_VELOCITY,28.6110000,-0.0000080,0.0000121,0.0000185
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7924783,0.1400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,28.8610000,-0.2307917,0.1501390,-0.1440614
MsgID.LOCAL_VELOCITY,28.8610000,-0.0000010,-0.0000149,0.0000119
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924796,0.1820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,29.1110000,-0.0859599,0.3263056,-0.1836868
MsgID.LOCAL_VELOCITY,29.1110000,-0.0000013,-0.0000266,0.0000149
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924796,0.2130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,29.3610000,-0.1080309,0.3454098,-0.2150129
MsgID.LOCAL_VELOCITY,29.3610000,0.0000312,-0.0000014,0.0000180
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924790,0.2310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,29.6110000,-0.1442280,0.2982058,-0.2316401
MsgID.LOCAL_VELOCITY,29.6110000,0.0000187,-0.0000141,0.0000159
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924810,0.2330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,29.8610000,0.0671333,0.2934413,-0.2335181
MsgID.LOCAL_VELOCITY,29.8610000,0.0000257,0.0000013,0.0000169
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.2210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,30.1120000,-0.0667529,0.2932234,-0.2205982
MsgID.LOCAL_VELOCITY,30.1120000,0.0000106,-0.0000069,0.0000158
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924783,0.1970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,30.3620000,-0.2375887,0.2934645,-0.1954028
MsgID.LOCAL_VELOCITY,30.3620000,0.0000108,0.0000054,0.0000162
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924789,0.1650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,30.6120000,-0.1680451,0.2943910,-0.1635489
MsgID.LOCAL_VELOCITY,30.6120000,0.0000090,-0.0000202,0.0000149
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924791,0.1300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,30.8620000,-0.1478439,0.3858671,-0.1272033
MsgID.LOCAL_VELOCITY,30.8620000,-0.0000162,-0.0000258,0.0000188
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7924794,0.0970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.1120000,-0.1048765,0.4804996,-0.0957939
MsgID.LOCAL_VELOCITY,31.1120000,0.0000242,-0.0000222,0.0000214
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924811,0.0660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.3620000,0.0795370,0.3860396,-0.0643921
MsgID.LOCAL_VELOCITY,31.3620000,0.0000093,-0.0000050,0.0000163
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924801,0.0350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.6120000,-0.0413321,0.3566225,-0.0352330
MsgID.LOCAL_VELOCITY,31.6120000,0.0000226,-0.0000128,0.0000188
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924806,0.0080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.8620000,0.0300962,0.4445128,-0.0066721
MsgID.LOCAL_VELOCITY,31.8620000,0.0000060,-0.0000107,0.0000205
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924806,-0.0160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.1130000,0.0067507,0.4158073,0.0185215
MsgID.LOCAL_VELOCITY,32.1130000,0.0000021,0.0000193,0.0000193
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924788,-0.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.3630000,-0.1857728,0.2395140,0.0388881
MsgID.LOCAL_VELOCITY,32.3630000,0.0000033,0.0000030,0.0000133
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924793,-0.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.6130000,-0.1208258,0.1567604,0.0532321
MsgID.LOCAL_VELOCITY,32.6130000,0.0000074,-0.0000128,0.0000170
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924807,-0.0580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.8630000,0.0461845,0.3570832,0.0582565
MsgID.LOCAL_VELOCITY,32.8630000,0.0000143,-0.0000187,0.0000160
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924810,-0.0530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.1130000,0.0599814,0.3327962,0.0528388
MsgID.LOCAL_VELOCITY,33.1130000,0.0000176,0.0000180,0.0000412
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7924796,-0.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.3630000,-0.0906471,0.1499943,0.0352249
MsgID.LOCAL_VELOCITY,33.3630000,-0.0000116,-0.0000113,0.0000109
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924800,-0.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.6130000,-0.0503455,0.2791342,0.0059507
MsgID.LOCAL_VELOCITY,33.6130000,0.0000094,0.0000041,0.0000142
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924786,0.0320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.8630000,-0.2129062,0.2643491,-0.0356086
MsgID.LOCAL_VELOCITY,33.8630000,-0.0000172,0.0000059,0.0000090
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924787,0.0800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.1130000,-0.1885819,0.2835643,-0.0816703
MsgID.LOCAL_VELOCITY,34.1130000,-0.0000431,-0.0000095,0.0000101
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924808,0.1260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.3640000,0.0529307,0.4229767,-0.1290064
MsgID.LOCAL_VELOCITY,34.3640000,-0.0000122,-0.0000146,0.0000160
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924803,0.1670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.6140000,-0.0271985,0.3035504,-0.1697785
MsgID.LOCAL_VELOCITY,34.6140000,-0.0000117,-0.0000225,0.0000171
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924787,0.1980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.8640000,-0.1918776,0.2730100,-0.1996401
MsgID.LOCAL_VELOCITY,34.8640000,0.0000255,0.0000146,0.0000163
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924788,0.2110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.1150000,-0.1833495,0.2934645,-0.2114518
MsgID.LOCAL_VELOCITY,35.1150000,0.0000149,-0.0000323,0.0000157
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924783,0.2050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.3650000,-0.2364225,0.2810750,-0.2051355
MsgID.LOCAL_VELOCITY,35.3650000,0.0000071,-0.0000163,0.0000132
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7924793,0.1820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.6150000,-0.1173218,0.1477114,-0.1819066
MsgID.LOCAL_VELOCITY,35.6150000,-0.0000056,-0.0000073,0.0000125
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924799,0.1500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.8650000,-0.0522743,0.2540620,-0.1482092
MsgID.LOCAL_VELOCITY,35.8650000,-0.0000059,-0.0000227,0.0000215
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924794,0.1130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.1160000,-0.1118027,0.3824580,-0.1130385
MsgID.LOCAL_VELOCITY,36.1160000,0.0000133,-0.0000173,0.0000202
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924783,0.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.3710000,-0.2366776,0.3750361,-0.0838478
MsgID.LOCAL_VELOCITY,36.3710000,0.0000069,-0.0000002,0.0000148
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924788,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.6210000,-0.1677100,0.3108148,-0.0714345
MsgID.LOCAL_VELOCITY,36.6210000,0.0000391,-0.0000296,0.0000175
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924799,0.0750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.8710000,-0.0585558,0.4064025,-0.0765500
MsgID.LOCAL_VELOCITY,36.8710000,-0.0000073,-0.0000231,0.0000178
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924799,0.0960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.1210000,-0.0523032,0.3986535,-0.0974063
MsgID.LOCAL_VELOCITY,37.1210000,-0.0000012,0.0000196,0.0000168
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924802,0.1260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.3730000,-0.0198170,0.2938194,-0.1296574
MsgID.LOCAL_VELOCITY,37.3730000,-0.0000049,-0.0000193,0.0000162
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924813,0.1610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.6230000,0.0996061,0.2931153,-0.1637093
MsgID.LOCAL_VELOCITY,37.6230000,-0.0000237,-0.0000099,0.0000129
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7924803,0.1920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.8730000,-0.0347180,0.1895713,-0.1952587
MsgID.LOCAL_VELOCITY,37.8730000,-0.0000023,-0.0000034,0.0000137
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7924792,0.2090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,38.1240000,-0.1462229,0.1436941,-0.2117569
MsgID.LOCAL_VELOCITY,38.1240000,-0.0000056,-0.0000345,0.0000196
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924798,0.3670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.3400000
MsgID.LOCAL_POSITION,38.3740000,-0.0554257,0.3260475,-0.4073904
MsgID.LOCAL_VELOCITY,38.3740000,-0.0005207,0.0004040,-1.4587084
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924804,0.8440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-1.8900000
MsgID.LOCAL_POSITION,38.6240000,-0.0044913,0.2464368,-0.8606244
MsgID.LOCAL_VELOCITY,38.6240000,-0.0092501,-0.0125653,-1.9106673
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924792,1.3200000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,-2.0700000
MsgID.LOCAL_POSITION,38.8750000,-0.1483359,0.2406207,-1.3550419
MsgID.LOCAL_VELOCITY,38.8750000,-0.0191865,-0.0126145,-2.0834887
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924788,1.8230000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,-2.1300000
MsgID.LOCAL_POSITION,39.1250000,-0.1554799,0.2360496,-1.8699901
MsgID.LOCAL_VELOCITY,39.1250000,-0.0110206,-0.0143704,-2.1609221
MsgID.GLOBAL_POSITION,0.0000000,-122.3974519,37.7924810,2.3610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.2200000
MsgID.LOCAL_POSITION,39.3750000,0.0643006,0.1220768,-2.3973393
MsgID.LOCAL_VELOCITY,39.3750000,0.0003396,-0.0070435,-2.2240131
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7924795,2.8980000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-2.3200000
MsgID.LOCAL_POSITION,39.6250000,-0.1240360,0.1338982,-2.9454556
MsgID.LOCAL_VELOCITY,39.6250000,-0.0158056,0.0036858,-2.3278201
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924786,3.4770000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-2.3600000
MsgID.LOCAL_POSITION,39.8750000,-0.2014800,0.3120396,-3.5143600
MsgID.LOCAL_VELOCITY,39.8750000,-0.0140076,0.0093887,-2.3693290
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924784,4.0640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.3900000
MsgID.LOCAL_POSITION,40.1250000,-0.2295286,0.3797822,-4.0979676
MsgID.LOCAL_VELOCITY,40.1250000,0.0026168,-0.0064616,-2.3901892
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924782,4.6490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-2.2500000
MsgID.LOCAL_POSITION,40.3750000,-0.2449437,0.2848687,-4.6786847
MsgID.LOCAL_VELOCITY,40.3750000,0.0074938,-0.0171815,-2.1770494
MsgID.GLOBAL_POSITION,0.0000000,-122.3974483,37.7924791,4.9450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0100000
MsgID.LOCAL_POSITION,40.6250000,-0.1408087,0.4487275,-4.9434834
MsgID.LOCAL_VELOCITY,40.6250000,0.0072072,-0.0162045,0.1926663
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924798,4.7750000
